Price,Close,High,Low,Open,Volume
Ticker,KO,KO,KO,KO,KO
Date,,,,,
2025-04-25,71.91000366210938,72.91999816894531,71.12999725341797,72.6500015258789,16316000
2025-04-28,71.79000091552734,72.26000213623047,71.30999755859375,72.08000183105469,15997500
2025-04-29,72.3499984741211,72.70999908447266,70.27999877929688,71.19000244140625,16244100
2025-04-30,72.55000305175781,73.4800033569336,71.69000244140625,73.3499984741211,21074700
2025-05-01,71.29000091552734,72.04000091552734,71.2300033569336,72.0,18034200
2025-05-02,71.6500015258789,71.81999969482422,71.0999984741211,71.5,12629600
2025-05-05,71.69999694824219,71.80000305175781,71.01000213623047,71.66999816894531,11932700
2025-05-06,71.72000122070312,71.9000015258789,71.16000366210938,71.68000030517578,12705500
2025-05-07,72.4000015258789,72.69000244140625,71.66999816894531,71.72000122070312,15018200
2025-05-08,71.16999816894531,72.47000122070312,71.12999725341797,72.19999694824219,14371100
2025-05-09,70.5199966430664,71.1500015258789,70.45999908447266,70.98999786376953,11228900
2025-05-12,69.52999877929688,70.33000183105469,68.69999694824219,70.1500015258789,21539000
2025-05-13,68.95999908447266,69.69000244140625,68.87000274658203,69.58999633789062,14389100
2025-05-14,69.16000366210938,69.33999633789062,68.58000183105469,68.87999725341797,16286800
2025-05-15,71.61000061035156,71.7300033569336,69.5999984741211,69.69999694824219,19817100
2025-05-16,72.0,72.26000213623047,71.43000030517578,71.86000061035156,18441200
2025-05-19,71.93000030517578,72.16999816894531,71.63999938964844,72.02999877929688,13282800
